ProjectID,OrganizationID,ProjectName,ProjectCommonName,OperatingStartDate,OperatingEndDate,ContinuumProject,ProjectType,HousingType,RRHSubType,ResidentialAffiliation,TargetPopulation,HOPWAMedAssistedLivingFac,PITCount,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"485","16","Shelby - Family Abuse Shelter of Miami County - HCRP HP","",2016-01-13,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:48:08,"227",,"42412"
"486","16","Miami - Family Abuse Shelter of Miami County - Family - RRH","Miami County Family RRH",2016-02-03,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:47:50,"424",,"42412"
"487","16","Miami - Family Abuse Shelter of Miami County - Family Abuse Shelter - PSH","Miami Family Abuse Shelter PSH",2016-03-01,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:34:06,"605",,"42412"
"751","16","zzMiami - Family Abuse Shelter of Miami County - ES Overflow","",2020-04-02,2022-09-30,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-12-04 15:25:24,"424",,"42412"
"752","16","zzMiami - Family Abuse Shelter of Miami County - OHFA ERA - not homeless dedicated","",2020-04-02,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-07-02 13:05:18,"27",,"42412"
"819","16","zzMiami - Family Abuse Shelter of Miami County - ESG-CV RRH","",2020-10-01,2023-06-15,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-01-05 09:59:36,"424",,"42412"
"965","16","zzMiami - Family Abuse Shelter of Miami County - ESG-CV HP","",2020-06-23,2023-03-24,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-30 17:03:48,"227",,"42412"
"1151","16","Miami - Family Abuse Shelter of Miami County SPC - PSH","",2021-06-01,,1,3,1,,,4,0,,2022-06-30 10:52:56,2023-10-01 13:34:55,"605",,"42412"
"1181","16","Darke - Family Abuse Shelter of Miami County - HCRP RRH","",2023-01-01,,1,13,3,2,,4,2,,2023-03-06 11:09:54,2023-10-01 13:06:07,"30",,"42412"
"1182","16","Darke - Family Abuse Shelter of Miami County - HCRP HP","",2023-01-01,,1,12,,,,4,2,,2023-03-06 11:16:48,2023-10-01 11:49:21,"227",,"42412"
"1183","16","zzDarke - Family Abuse Shelter of Miami County - ESG-CV RRH","",2023-01-01,2023-01-01,1,13,3,2,,4,2,,2023-03-06 11:20:42,2023-12-05 11:14:46,"227",,"42412"
"35","17","Pickaway - Pickaway County CAO - Pickaway County GPD - TH","Pickaway GPD",2004-12-09,,1,2,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:23:57,"30",,"42412"
"154","17","Pickaway - Pickaway County CAO - VA HCHV 90 day - ES - VET","Pickaway HCHV/RT",2011-04-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:09:37,"605",,"42412"
"263","17","Pickaway - Pickaway County CAO - HCRP RRH","Pickaway HCRP - RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:42:24,"424",,"42412"
"264","17","Pickaway - Pickaway County CAO - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:52:19,"227",,"42412"
"884","17","zzPickaway - Pickaway County CAO - ESG-CV HP","",2020-06-23,2022-11-01,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-10 12:39:09,"227",,"42412"
"885","17","zzPickaway - Pickaway County CAO - ESG-CV RRH","",2020-10-01,2022-07-19,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-10 12:41:21,"227",,"42412"
"1228","17","Pickaway - Pickaway County CAO - Rural Street Outreach","",2024-01-01,,1,4,,,,4,2,,2024-02-29 14:35:31,2024-05-01 17:59:05,"227",,"42412"
"1229","17","Pickaway - Pickaway County CAO - Rural Services Only","",2024-01-01,,1,6,,,0,4,2,,2024-02-29 15:17:39,2024-05-01 17:57:18,"227",,"42412"
"52","18","Ashtabula - MHRSB - Ashtabula SPC Vouchers - PSH","Ashtabula MHRSB SPC Vouchers",2005-02-01,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-12-17 22:11:33,"27",,"42412"
"41","19","Lawrence - Ironton Lawrence CAO - One Stop TH Program - TH","Lawrence County One-Stop TRA",2005-01-20,,1,2,3,,,4,2,,2021-06-01 00:00:00,2024-04-08 13:45:05,"424",,"42412"
"724","19","zzLawrence - Ironton Lawrence CAO - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 15:43:20,"424",,"42412"
"761","19","zzLawrence - Ironton Lawrence CAO - OHFA ERA - not homeless dedicated","",2020-05-01,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-07-01 10:13:05,"27",,"42412"
"1152","19","Lawrence - Ironton Lawrence CAO - HCRP HP","",2012-12-28,,1,12,,,,4,0,,2022-06-30 11:36:17,2023-10-01 11:55:30,"227",,"42412"
"1153","19","Lawrence - Ironton Lawrence CAO - HCRP RRH","",2012-12-28,,1,13,3,2,,4,2,,2022-07-13 14:37:03,2023-10-01 13:09:09,"30",,"42412"
"277","20","Knox - Behavioral Healthcare Partners of Central Ohio - HCRP RRH","Knox BHPCO HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:09:35,"30",,"42412"
"278","20","Knox - Behavioral Healthcare Partners of Central Ohio - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:56:07,"227",,"42412"
"279","20","Licking - Behavioral Healthcare Partners of Central Ohio - HCRP RRH","Licking BHPCO HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:10:06,"30",,"42412"
"280","20","Licking - Behavioral Healthcare Partners of Central Ohio - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:57:03,"227",,"42412"
"455","20","Licking - Behavioral Healthcare Partners of Central Ohio - hotel/motel voucher overflow - ES","Licking Hotel/Motel Voucher Overflow",2015-03-17,,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-10-09 13:23:08,"227",,"42412"
"719","20","Licking - Behavioral Healthcare Partners of Central Ohio - Region 9 RRH","",2019-12-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:10:48,"30",,"42412"
"813","20","zzLicking - Behavioral Healthcare Partners of Central Ohio - ESG-CV HP","",2020-07-31,2023-09-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-26 11:58:23,"227",,"42412"
"841","20","zzKnox - Behavioral Healthcare Partners of Central Ohio - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:18:20,"424",,"42412"
"842","20","zzKnox - Behavioral Healthcare Partners of Central Ohio - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:17:33,"424",,"42412"
"843","20","zzLicking - Behavioral Healthcare Partners of Central Ohio - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2024-10-03 17:11:51,"227",,"42412"
"844","20","zzLicking - Behavioral Healthcare Partners of Central Ohio - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:19:48,"424",,"42412"
"85","21","Clark - Sheltered - Norm's Place - ES","Clark Norm's Place",2005-11-02,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:10:34,"605",,"42412"
"90","21","Clark - Sheltered - Hartley House - ES","Clark Hartley House",2006-04-20,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:14:35,"605",,"42412"
"119","21","Clark - Sheltered - PHSS Program - PSH","Clark Permanent Housing with Supportive Services",2005-01-05,,1,3,3,,,4,2,,2021-06-01 00:00:00,2024-10-01 16:50:59,"30",,"42412"
"120","21","zzClark - Sheltered - ILSA - TH","Clark Transitional Housing",2009-05-13,2023-06-28,1,2,1,,,4,2,,2021-06-01 00:00:00,2024-08-06 12:18:59,"227",,"42412"
"146","21","Clark - Sheltered - Norm's Place Overflow - ES - Voucher","Clark Norm's Place Overflow",2011-01-31,,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-04-08 13:30:07,"424",,"42412"
"238","21","Clark - Sheltered - HCRP RRH","",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:37:25,"424",,"42412"
"239","21","Clark - Sheltered - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:03:55,"227",,"42412"
"296","21","Clark - Sheltered - Neighborhood Stabilization Program - PSH","Clark NSP",2013-01-08,,1,3,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:37:41,"605",,"42412"
"298","21","Clark - Sheltered - City Project - HCRP RRH","Clark Sheltered - City - HCRP RRH",2013-01-05,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:17:04,"424",,"42412"
"303","21","Clark - Sheltered - Hartley House Overflow - ES - Voucher","Clark Hartley House Overflow",2013-02-21,,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-01-10 15:10:59,"424",,"42412"
"399","21","Clark - Sheltered - Mulberry Terrace - PSH","Clark Mulberry Terrace",2013-12-18,,1,3,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:39:20,"605",,"42412"
"734","21","Greene - Sheltered - HCRP RRH","",2020-01-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:15:49,"424",,"42412"
"736","21","Greene - Sheltered - HCRP HP","",2020-01-01,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:04:24,"227",,"42412"
"769","21","zzClark - Sheltered - TANF HP","",2020-05-01,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:33:05,"424",,"42412"
"770","21","zzClark - Sheltered - TANF RRH","",2020-05-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:33:51,"424",,"42412"
"798","21","zzGreene - Sheltered - TANF HP","",2020-05-01,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:34:56,"424",,"42412"
"799","21","zzGreene - Sheltered - TANF RRH","",2020-05-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:35:44,"424",,"42412"
"894","21","zzGreene - Sheltered - ESG-CV HP","",2020-08-01,2023-09-19,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-23 11:54:22,"30",,"42412"
"895","21","zzGreene - Sheltered - ESG-CV RRH","",2020-10-01,2023-09-18,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-12-18 17:12:28,"27",,"42412"
"904","21","zzClark - Sheltered - ESG-CV HP","",2020-08-01,2023-09-20,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-23 11:53:21,"30",,"42412"
"905","21","zzClark - Sheltered - ESG-CV RRH","",2020-10-01,2023-09-27,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-23 12:06:53,"30",,"42412"
"1167","21","zzClark - Sheltered County - SO","Springfield Street Outreach",2022-01-01,2022-12-27,1,4,,,,4,2,,2022-11-08 11:39:00,2024-11-19 11:46:53,"227",,"42412"
"1199","21","Clark - Sheltered - ILSA - RRH","",2023-07-01,,1,13,3,2,,4,2,,2023-11-14 13:31:41,2024-04-24 16:16:40,"424",,"42412"
"1216","21","zzClark - Sheltered - CCRT Extreme Cold Warming - ES Overflow","",2024-01-15,2024-01-22,1,0,2,,,4,2,,2024-01-31 16:15:50,2024-06-25 16:16:42,"27",,"42412"
"44","22","Trumbull - Trumbull County MH&RB - Joey's Landing - PSH","Trumbull Joey's Landing",2005-02-10,,1,3,2,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:40:17,"605",,"42412"
"171","22","Trumbull - Trumbull County MH&RB - Shelter Plus Care Vouchers - PSH","Trumbull Shelter Plus Care Vouchers",2007-01-26,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-12-17 23:01:37,"27",,"42412"
"427","22","Trumbull - Trumbull County MH&RB - HCRP RRH","",2014-12-02,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:28:33,"30",,"42412"
"32","23","Huron - Catholic Charities Toledo - Miriam House Transitional Housing - TH","Huron Miriam House",2004-11-22,,1,2,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:26:17,"30",,"42412"
"207","23","Huron - Catholic Charities Diocese of Toledo - HCRP RRH","Huron - Catholic Charities - HCRP RRH",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-03-13 12:02:39,"227",,"42412"
"208","23","Huron - Catholic Charities Diocese of Toledo - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2024-03-13 12:01:53,"227",,"42412"
"300","23","Richland - Catholic Charities Diocese of Toledo - HCRP HP","",2013-01-16,,1,12,,,,4,2,,2021-06-01 00:00:00,2024-03-13 12:03:46,"227",,"42412"
"526","23","Richland - Catholic Charities Diocese of Toledo - HCRP RRH","Richland - Catholic Charities HCRP RRH",2013-01-16,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-03-13 12:04:56,"227",,"42412"
"98","26","Lorain - HM Housing Development Corp - Faith House II - PSH","Lorain Faith House II",2007-03-28,,1,3,2,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:43:32,"605",,"42412"
"190","26","Trumbull - Humility of Mary Housing - HCRP RRH","",2012-12-14,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:32:23,"30",,"42412"
"265","26","Trumbull - Humility of Mary Housing - HCRP HP","Emmanual Community Care Center",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:10:43,"227",,"42412"
"505","26","Lorain - HM Housing Development Corp - Faith House - PSH","Lorain Faith House - PSH",2016-08-01,,1,3,2,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:44:17,"605",,"42412"
"519","26","Trumbull - Humility of Mary Housing - SSO","",2017-06-12,,1,6,,,1,4,2,,2021-06-01 00:00:00,2023-10-04 15:22:53,"27",,"42412"
"779","26","zzTrumbull - Humility of Mary Housing - OHFA ERA - not homeless dedicated","",2020-05-11,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-04-02 03:07:25,"30",,"42412"
"854","26","zzTrumbull - Humility of Mary Housing - ESG-CV RRH","",2020-10-01,2022-07-25,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-08 15:51:41,"227",,"42412"
"855","26","zzTrumbull - Humility of Mary Housing - ESG-CV HP","",2020-09-15,2023-04-06,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-08 15:53:14,"227",,"42412"
"966","26","zzTrumbull - Humility of Mary Housing - TANF HP","",2020-12-01,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 09:24:37,"424",,"42412"
"999","26","zzTrumbull - Humility of Mary Housing - TANF RRH","",2020-12-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 09:29:51,"424",,"42412"
"29","27","Logan - Residential Administrators, Inc. - PSH","Logan Residential Administrators PSH",2004-10-15,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:45:15,"605",,"42412"
"411","27","Logan - Residential Administrators, Inc. - HCRP RRH","Logan - Residential Administrators - HCRP RRH",2014-05-08,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:34:52,"30",,"42412"
"412","27","Logan - Residential Administrators, Inc. - HCRP HP","",2014-05-08,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:13:58,"227",,"42412"
"413","27","Champaign - Residential Administrators, Inc. - HCRP RRH","Champaign - Residential Administrators - HCRP RRH",2014-05-08,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:35:16,"30",,"42412"
"415","27","Champaign - Residential Administrators, Inc. - HCRP HP","",2014-05-08,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:15:01,"227",,"42412"
"768","27","zzLogan - Residential Administrators, Inc. - OHFA ERA - not homeless dedicated","",2020-04-02,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-04-02 03:15:22,"30",,"42412"
"1119","27","zzChampaign - Residential Administrators, Inc. - ESG-CV RRH","",2021-11-01,2023-04-03,1,13,3,2,,4,2,,2021-12-02 15:13:10,2024-01-05 09:45:09,"424",,"42412"
"1120","27","zzChampaign - Residential Administrators, Inc. - ESG-CV HP","",2021-11-01,2023-04-03,1,12,,,,4,2,,2021-12-02 15:20:19,2023-10-23 12:36:28,"30",,"42412"
"1121","27","zzLogan - Residential Administrators, Inc. - ESG-CV RRH","",2021-11-01,2023-03-31,1,13,3,2,,4,2,,2021-12-02 18:57:58,2023-10-23 12:40:52,"30",,"42412"
"1122","27","zzLogan - Residential Administrators, Inc. - ESG-CV HP","",2021-11-01,2022-06-22,1,12,,,,4,2,,2021-12-02 19:01:03,2023-10-23 12:42:31,"30",,"42412"
"1238","27","Logan - Residential Administrators, Inc. - Rural Street Outreach","",2023-10-01,,1,4,,,,4,2,,2024-03-04 17:27:30,2024-05-01 17:50:31,"227",,"42412"
"1239","27","Logan - Residential Administrators, Inc. - Rural Services Only","",2023-10-01,,1,6,,,0,4,2,,2024-03-04 17:38:51,2024-05-01 17:49:12,"227",,"42412"
"36","28","Ottawa - Ottawa County Transitional Housing HUD - Ruth Ann's House - TH","Ottawa Ruth Ann's House",2004-12-16,,1,2,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:27:36,"30",,"42412"
"47","29","zzAthens - Athens MHA - Athens Shelter Plus Care - Tenant Based SPC - PSH","Athens Shelter Plus Care",2005-09-25,2023-12-31,1,3,3,,,4,2,,2021-06-01 00:00:00,2024-01-24 14:35:26,"27",,"42412"
"95","29","zzAthens - Athens MHA - Athens Serenity Village SAMI Shelter Plus Care - PSH","Athens Serenity Village SAMI Shelter Plus Care",2006-04-03,2023-12-31,1,3,2,,,4,2,,2021-06-01 00:00:00,2024-11-07 16:41:47,"424",,"42412"
"327","29","Athens - MHA - VASH - PSH","Athens VASH",2010-02-16,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-12-17 22:13:11,"27",,"42412"
"51","31","Lorain - New Sunrise Properties Inc. - Supportive Housing - PSH","Lorain Supportive Housing",2005-04-13,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:05:37,"605",,"42412"
"26","32","Portage - Portage MHA - Portage Shelter Plus Care - PSH","Portage Shelter Plus Care",2004-06-01,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:06:36,"605",,"42412"
"466","32","Portage - Portage MHA - VASH - PSH","",2012-02-23,,1,3,2,,,4,2,,2021-06-01 00:00:00,2023-12-17 22:55:38,"27",,"42412"
"195","33","Jefferson - Jefferson County CAC - HCRP RRH","",2012-12-14,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 14:10:23,"424",,"42412"
"196","33","Jefferson - Jefferson County CAC - HCRP HP","",2012-12-14,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:18:20,"227",,"42412"
"499","33","Jefferson - Jefferson County CAC - SHP - PSH","Jefferson County CAC - PSH",2016-07-01,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:10:08,"605",,"42412"
"569","33","Harrison - Jefferson County CAC - HCRP RRH","",2019-01-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:37:57,"30",,"42412"
"570","33","Harrison - Jefferson County CAC - HCRP HP","",2019-01-01,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:18:52,"227",,"42412"
"703","33","zzJefferson - Jefferson County CAC - Targeted RRH","",2019-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 08:53:47,"424",,"42412"
"715","33","zzHarrison - Jefferson County CAC - Targeted RRH","",2019-10-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 15:34:18,"424",,"42412"
"862","33","Jefferson - Jefferson County CAC - ESG-CV HP","",2020-06-23,2022-06-14,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-08 16:33:17,"227",,"42412"
"863","33","zzJefferson - Jefferson County CAC - ESG-CV RRH","",2020-10-01,2022-03-15,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-08 16:35:01,"227",,"42412"
"30","34","Richland - Wayfinders Ohio - ES","Wayfinders Ohio",2004-11-08,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-02-26 15:42:38,"455",,"42412"
"209","34","Richland - Wayfinders Ohio - HCRP RRH","Richland - Wayfinders Ohio - HCRP RRH",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-03-13 11:44:22,"227",,"42412"
"210","34","Richland - Wayfinders Ohio - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2024-03-13 11:43:33,"227",,"42412"
"722","34","zzRichland - Wayfinders Ohio - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 08:58:48,"424",,"42412"
"1205","34","Richland - Wayfinders Ohio - RCF - RRH","",2023-11-27,,1,13,3,2,,4,2,,2023-12-15 09:52:58,2024-04-24 16:05:07,"424",,"42412"
"38","35","Erie - VOA of Ohio and Indiana - Crossroads Supportive housing program - TH","Erie Crossroads Supportive Housing Program",2004-12-16,,1,2,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:29:56,"30",,"42412"
"39","35","Erie - VOA of Ohio and Indiana - Crossroads - ES","",2004-12-30,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:17:23,"605",,"42412"
"157","35","Erie - VOA of Ohio and Indiana - Crossroads Supportive Housing Program GPD - TH - VET","Erie Crossroads Supportive Housing GPD",2011-04-01,,1,2,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:30:39,"30",,"42412"
"211","35","Erie - VOA of Ohio and Indiana - HCRP RRH","",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:43:06,"30",,"42412"
"212","35","Erie - VOA of Ohio and Indiana - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2024-03-13 11:49:53,"227",,"42412"
"528","35","Erie - VOA of Ohio and Indiana - Almost Home - RRH","",2018-01-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:10:20,"424",,"42412"
"721","35","zzErie - VOA of Ohio and Indiana - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 15:28:09,"424",,"42412"
"33","36","Lorain - YWCA of Elyria - Women's Campus Project - TH","Lorain Women's Campus Project",2004-11-24,,1,2,2,,,4,2,,2021-06-01 00:00:00,2024-08-21 16:01:55,"30",,"42412"
"81","36","Lorain - YWCA of Elyria - Women In Secure Housing - PSH","Lorain Women in Secure Housing",2005-08-11,,1,3,1,,,4,2,,2021-06-01 00:00:00,2024-08-21 16:01:54,"30",,"42412"
"205","37","Washington - Washington Morgan CAP - HCRP RRH","Washington Morgan CAP - HCRP RRH",2012-12-21,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:46:06,"30",,"42412"
"268","37","Washington - Washington Morgan CAP - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2024-06-26 10:39:52,"30",,"42412"
"314","37","Washington - Morgan Counties CAP - SSVF RRH","",2013-10-25,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:06:30,"424",,"42412"
"380","37","Washington - Morgan Counties CAP - SSVF HP","",2013-11-15,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:23:22,"227",,"42412"
"748","37","zzWashington - Washington Morgan CAP - OHFA ERA - not homeless dedicated","",2020-04-01,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-04-02 03:16:12,"30",,"42412"
"749","37","zzWashington - Washington Morgan CAP - ES Overflow","",2020-04-01,2023-09-30,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-04-23 15:39:38,"424",,"42412"
"836","37","zzWashington - Washington Morgan CAP - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 11:23:04,"227",,"42412"
"837","37","zzWashington - Washington Morgan CAP - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:29:48,"424",,"42412"
"845","37","zzWashington - Washington Morgan CAP - ESG-CV HP","",2020-07-01,2023-04-08,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-10 13:53:38,"227",,"42412"
"846","37","zzWashington - Washington Morgan CAP - ESG-CV RRH","",2020-10-01,2023-04-16,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-10 14:05:10,"227",,"42412"
"1248","37","Washington - Washington Morgan CAP - Marietta Washington Shelter Plus Care - PSH","",2003-11-01,,1,3,1,,,4,2,,2024-06-26 10:24:50,2024-06-26 10:54:37,"27",,"42412"
"54","38","Sandusky - Liberty Center of Sandusky County - Liberty Center - ES","Sandusky Liberty Center",2005-04-29,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:47:52,"30",,"42412"
"794","38","zzSandusky - Liberty Center of Sandusky County - Liberty Center - ES Overflow","",2020-06-01,2023-11-01,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-04-23 11:00:55,"424",,"42412"
"59","39","Scioto - Scioto Christian Ministries - ES","Scioto County Homeless Shelter",2005-05-05,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:48:48,"30",,"42412"
"276","39","Scioto - Scioto Christian Ministries - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:25:29,"227",,"42412"
"750","39","zzScioto - Scioto Christian Ministries - ES Overflow","",2020-04-15,2023-09-30,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-04-23 10:51:16,"424",,"42412"
"108","40","Clermont - GCBH - OHTF - PSH","Clermont Counseling Center PSH",2008-01-14,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:11:32,"605",,"42412"
"224","40","Clermont - GCBH - HCRP RRH","",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:49:33,"30",,"42412"
"226","40","Clermont - GCBH - HCRP HP","GCBH HCRP Prevention",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:27:18,"227",,"42412"
"522","40","Clermont - GCBHS - PATH Street Outreach","",2017-07-28,,1,4,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:10:40,"27",,"42412"
"523","40","Clermont - GCBHS - PATH Services Only","",2017-07-28,,1,6,,,0,4,2,,2021-06-01 00:00:00,2023-10-01 12:26:06,"227",,"42412"
"986","40","zzClermont - GCBH - ESG-CV - HP","",2020-10-01,2022-01-31,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-30 17:14:58,"227",,"42412"
"1196","40","Clermont - GCBHS - SUD Street Outreach","",2023-10-01,,1,4,,,,4,2,,2023-11-06 16:57:35,2024-04-25 14:28:33,"227",,"42412"
"1224","40","Clermont - GCBHS - SUD Services Only","",2023-10-01,,1,6,,,0,4,2,,2024-02-27 09:49:17,2024-05-01 17:22:45,"227",,"42412"
"55","41","Belmont - Salvation Army of Belmont County - Family Homeless Shelter - ES","Belmont Family Homeless Shelter",2005-04-29,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:51:15,"30",,"42412"
