OrganizationID,OrganizationName,VictimServiceProvider,OrganizationCommonName,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"318","zzToledo Metropolitan Housing Authority",0,"",2022-04-08 15:32:22,2024-07-02 10:50:14,"227",,"42412"
"319","Healthy Beginnings at Home",0,"HBAH",2022-06-14 10:48:07,2024-04-18 10:18:28,"30",,"42412"
"320","Eden, Inc.",0,"",2022-09-08 13:48:33,2023-10-01 12:20:49,"605",,"42412"
"322","Seneca County Council on Homelessness",0,"",2023-01-26 15:52:44,2023-01-26 16:06:35,"227",,"42412"
"323","Doors of Hope Geauga",0,"",2023-01-31 11:11:07,2023-01-31 11:11:07,"30",,"42412"
"324","P2R Training and Resource Center Inc.",0,"",2023-02-01 10:10:02,2023-11-14 11:00:35,"30",,"42412"
"325","Society of St Vincent De Paul, Napoleon OH",0,"SVDP Henry County",2023-02-03 14:38:06,2023-02-03 14:38:06,"30",,"42412"
"326","The Haven of Portage County",0,"",2023-02-24 15:11:06,2024-07-09 16:53:29,"27",,"42412"
"327","Square One",1,"",2023-03-06 10:53:55,2023-03-06 10:53:55,"30",,"42412"
"328","zzHomefull",0,"",2023-06-14 14:18:26,2024-08-21 09:46:59,"27",,"42412"
"329","Mahoning Youngstown Community Action Partnership",0,"",2023-11-14 10:53:28,2024-01-02 14:18:51,"227",,"42412"
"330","The SOAR Initiative",0,"",2023-12-13 16:59:44,2024-01-16 12:40:16,"227",,"42412"
"331","Mahoning County Mental Health and Recovery Board",0,"",2023-12-13 22:34:16,2024-01-03 14:19:47,"27",,"42412"
"332","Alcohol and Drug Freedom Center of Knox County",0,"",2023-12-15 10:46:40,2023-12-15 10:57:22,"227",,"42412"
"333","Youngstown Metropolitan Housing Authority",0,"",2024-01-02 13:48:32,2024-01-02 14:25:25,"227",,"42412"
"334","TruLight Ministries",0,"",2024-01-18 16:17:43,2024-01-22 10:08:18,"27",,"42412"
"335","Ohio Domestic Violence Network",1,"ODVN",2024-01-29 11:38:16,2024-10-31 10:45:49,"27",,"42412"
"337","Bethany Center",0,"",2024-02-15 13:11:48,2024-02-15 13:23:35,"28",,"42412"
"338","Cups Cafe, Inc",0,"",2024-03-14 10:36:08,2024-03-14 10:36:08,"227",,"42412"
"339","Butler County Educational Service Center",0,"",2024-10-17 13:33:32,2024-10-17 13:44:03,"227",,"42412"
